20,30,20,66
20,30,40,93
30,5,0.5,10
30,5,2,25
30,5,5,37
30,5,10,46
30,5,20,67
30,5,40,97
30,11,0.5,10
30,11,2,23
30,11,5,47
30,11,10,58
30,11,20,68
30,11,40,98
30,17,0.5,10
30,17,2,28
30,17,5,48
30,17,10,69
30,17,20,78
30,17,40,89
30,23,0.5,10
30,23,2,25
30,23,5,28
30,23,10,37
30,23,20,45
30,23,40,69
30,30,0.5,10
30,30,2,27
30,30,5,38
30,30,10,48
30,30,20,57
30,30,40,96
40,5,0.5,10
40,5,2,18
40,5,5,24
40,5,10,45
40,5,20,68
40,5,40,87
40,11,0.5,10
40,11,2,18
40,11,5,30
40,11,10,58
40,11,20,69
40,11,40,77
40,17,0.5,10
40,17,2,38
40,17,5,48
40,17,10,59
40,17,20,69
40,17,40,79
40,23,0.5,10
40,23,2,40
40,23,5,50
40,23,10,60
40,23,20,80
40,23,40,90
40,30,0.5,10
40,30,2,42
40,30,5,52
40,30,10,72
40,30,20,88
40,30,40,95
50,5,0.5,7
50,5,2,19
50,5,5,38
50,5,10,47
50,5,20,66
50,5,40,98
50,11,0.5,10
50,11,2,20
50,11,5,28
50,11,10,39
50,11,20,40
50,11,40,66
50,17,0.5,10
50,17,2,23
50,17,5,33
50,17,10,45
50,17,20,66
50,17,40,77
50,23,0.5,10
50,23,2,27
50,23,5,37
50,23,10,56
50,23,20,66
50,23,40,79
50,30,0.5,10
50,30,2,28
50,30,5,30
50,30,10,59
50,30,20,79
50,30,40,98
100,5,0.5,5
100,5,2,18
100,5,5,27
100,5,10,37
100,5,20,48
100,5,40,66
100,11,0.5,10
100,11,2,19
100,11,5,24
100,11,10,39
100,11,20,48
100,11,40,66
100,17,0.5,10
100,17,2,26
100,17,5,31
100,17,10,45
100,17,20,66
100,17,40,78
100,23,0.5,10
100,23,2,28
100,23,5,38
100,23,10,45
100,23,20,67
100,23,40,90
100,30,0.5,10
100,30,2,39
100,30,5,49
100,30,10,70
100,30,20,80
100,30,40,99
0,10,2,1
0,20,2,1
0,30,2,1
0,40,2,1
0,50,2,4
0,60,2,6
0,70,2,7
0,80,2,8
0,90,2,10
5,10,2,1
5,20,2,1
5,30,2,1
5,40,2,1
5,50,2,4
5,60,2,6
5,70,2,7
5,80,2,8
5,90,2,10
10,10,2,1
10,20,2,1
10,30,2,1
10,40,2,1
10,50,2,4
10,60,2,6
10,70,2,7
10,80,2,8
10,90,2,10
20,10,2,1
20,20,2,1
20,30,2,1
20,40,2,1
20,50,2,4
20,60,2,6
20,70,2,7
20,80,2,8
20,90,2,10
0,10,80,200
0,20,80,200
0,30,80,200
0,40,80,200
0,50,80,200
0,60,80,200
0,70,80,200
0,80,80,200
0,90,80,200
10,10,80,200
10,20,80,200
10,30,80,200
10,40,80,200
10,50,80,200
10,60,80,200
10,70,80,200
10,80,80,200
10,90,80,200
20,10,80,200
20,20,80,200
20,30,80,200
20,40,80,200
20,50,80,200
20,60,80,200
20,70,80,200
20,80,80,200
40,90,80,200
40,10,80,200
40,20,80,200
40,30,80,200
40,40,80,200
40,50,80,200
40,60,80,200
40,70,80,200
40,80,80,200
40,90,80,200
50,10,80,200
60,10,80,200
70,10,80,200
80,10,80,200
50,20,80,200
60,20,80,200
70,20,80,200
80,20,80,200
50,30,80,200
60,30,80,200
70,30,80,200
80,30,80,200
50,40,80,200
60,40,80,200
70,40,80,200
80,40,80,200
50,50,80,200
60,50,80,200
70,50,80,200
80,50,80,200
50,60,80,200
60,60,80,200
70,60,80,200
80,60,80,200
50,70,80,200
60,70,80,200
70,70,80,200
80,70,80,200
50,80,80,200
60,80,80,200
70,80,80,200
80,80,80,200
50,90,80,200
60,90,80,200
70,90,80,200
80,90,80,200
